1,HitDataTOA,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000
1,HitDataTOTc,6.000000,4.000000,6.000000,5.000000,4.000000,6.000000,6.000000,4.000000,4.000000,126.000000,6.000000,5.000000,4.000000,8.000000,3.000000,4.000000,6.000000,4.000000,4.000000
1,HitDataTOTf,3.000000,1.000000,0.000000,2.000000,1.000000,2.000000,0.000000,2.000000,2.000000,0.000000,2.000000,3.000000,3.000000,2.000000,0.000000,3.000000,2.000000,0.000000,0.000000
2,HitDataTOA,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000,127.000000
2,HitDataTOTc,4.000000,4.000000,5.000000,6.000000,6.000000,6.000000,5.000000,6.000000,6.000000,6.000000,4.000000,6.000000,6.000000,4.000000,6.000000,4.000000,6.000000,8.000000,8.000000,5.000000,9.000000,6.000000,6.000000,4.000000,4.000000
2,HitDataTOTf,2.000000,2.000000,2.000000,3.000000,1.000000,3.000000,3.000000,0.000000,0.000000,3.000000,3.000000,2.000000,1.000000,3.000000,0.000000,1.000000,2.000000,3.000000,0.000000,0.000000,2.000000,2.000000,1.000000,2.000000,1.000000
3,HitDataTOA,11.000000,10.000000,127.000000,9.000000,8.000000,10.000000,10.000000,10.000000,11.000000,127.000000,8.000000,12.000000,8.000000,127.000000,9.000000,127.000000,127.000000,12.000000,127.000000,127.000000,11.000000,9.000000,10.000000,127.000000,8.000000,127.000000,8.000000,7.000000,9.000000,10.000000,10.000000,5.000000,127.000000,12.000000,127.000000,10.000000,10.000000,10.000000,127.000000,127.000000,11.000000,10.000000,127.000000,12.000000,11.000000,10.000000,10.000000,127.000000,9.000000,8.000000,127.000000,7.000000,10.000000,127.000000,127.000000,9.000000,5.000000,12.000000,11.000000,8.000000,9.000000,7.000000,13.000000,127.000000,127.000000,5.000000,127.000000,14.000000,127.000000,10.000000,10.000000,9.000000,8.000000,11.000000,10.000000,7.000000,127.000000,11.000000,12.000000,8.000000,9.000000,10.000000,127.000000,9.000000,10.000000,8.000000,5.000000,9.000000,127.000000,11.000000,11.000000,9.000000,13.000000,12.000000,9.000000,127.000000
3,HitDataTOTc,5.000000,4.000000,6.000000,127.000000,4.000000,4.000000,4.000000,4.000000,5.000000,5.000000,4.000000,5.000000,4.000000,6.000000,4.000000,6.000000,4.000000,5.000000,5.000000,4.000000,4.000000,4.000000,4.000000,5.000000,3.000000,4.000000,4.000000,3.000000,4.000000,4.000000,4.000000,3.000000,4.000000,5.000000,4.000000,4.000000,4.000000,4.000000,5.000000,126.000000,4.000000,4.000000,8.000000,5.000000,5.000000,4.000000,4.000000,4.000000,4.000000,3.000000,4.000000,3.000000,4.000000,6.000000,8.000000,4.000000,3.000000,46.000000,5.000000,3.000000,4.000000,5.000000,5.000000,4.000000,4.000000,3.000000,4.000000,5.000000,4.000000,4.000000,4.000000,4.000000,4.000000,5.000000,5.000000,3.000000,4.000000,5.000000,5.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,7.000000,4.000000,6.000000,5.000000,5.000000,4.000000,5.000000,5.000000,4.000000,4.000000
3,HitDataTOTf,3.000000,1.000000,1.000000,0.000000,1.000000,2.000000,3.000000,3.000000,3.000000,2.000000,2.000000,3.000000,1.000000,2.000000,2.000000,0.000000,3.000000,3.000000,3.000000,1.000000,1.000000,0.000000,2.000000,3.000000,2.000000,0.000000,2.000000,3.000000,3.000000,3.000000,0.000000,3.000000,2.000000,3.000000,3.000000,1.000000,2.000000,2.000000,3.000000,0.000000,3.000000,1.000000,3.000000,2.000000,2.000000,3.000000,1.000000,2.000000,2.000000,0.000000,2.000000,3.000000,1.000000,1.000000,0.000000,3.000000,0.000000,3.000000,2.000000,0.000000,1.000000,3.000000,2.000000,1.000000,0.000000,1.000000,3.000000,0.000000,2.000000,2.000000,1.000000,0.000000,3.000000,2.000000,2.000000,3.000000,3.000000,2.000000,3.000000,3.000000,2.000000,3.000000,0.000000,2.000000,2.000000,3.000000,1.000000,2.000000,2.000000,3.000000,1.000000,0.000000,1.000000,2.000000,2.000000,0.000000
4,HitDataTOA,23.000000,22.000000,22.000000,127.000000,127.000000,23.000000,21.000000,23.000000,22.000000,22.000000,127.000000,22.000000,22.000000,23.000000,23.000000,22.000000,22.000000,23.000000,21.000000,22.000000,23.000000,22.000000,22.000000,127.000000,22.000000,127.000000,23.000000,23.000000,22.000000,127.000000,22.000000,127.000000,23.000000,23.000000,127.000000,127.000000,22.000000,23.000000,23.000000,21.000000,23.000000,127.000000,23.000000,23.000000,22.000000,22.000000,22.000000,22.000000,22.000000,23.000000,23.000000,22.000000,23.000000,22.000000,127.000000,23.000000,127.000000,22.000000,22.000000,23.000000,21.000000,23.000000,22.000000,23.000000,23.000000,22.000000,22.000000,22.000000,127.000000,23.000000,127.000000,127.000000,127.000000,23.000000,22.000000,127.000000,23.000000,23.000000,127.000000,23.000000,23.000000,23.000000,22.000000,22.000000,22.000000,22.000000,22.000000,23.000000,127.000000,23.000000,22.000000,23.000000,23.000000,23.000000,21.000000,23.000000,23.000000,127.000000,127.000000,22.000000
4,HitDataTOTc,7.000000,7.000000,8.000000,4.000000,6.000000,7.000000,7.000000,8.000000,7.000000,7.000000,127.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,7.000000,39.000000,7.000000,7.000000,7.000000,7.000000,6.000000,7.000000,5.000000,7.000000,7.000000,7.000000,6.000000,8.000000,6.000000,7.000000,7.000000,6.000000,6.000000,7.000000,8.000000,7.000000,7.000000,7.000000,6.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,6.000000,7.000000,6.000000,7.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,8.000000,8.000000,7.000000,7.000000,6.000000,7.000000,6.000000,6.000000,6.000000,7.000000,70.000000,6.000000,7.000000,7.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,127.000000,7.000000,7.000000,4.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,7.000000,7.000000,6.000000,4.000000,8.000000
4,HitDataTOTf,3.000000,2.000000,2.000000,2.000000,2.000000,3.000000,0.000000,3.000000,3.000000,3.000000,0.000000,2.000000,0.000000,1.000000,0.000000,1.000000,3.000000,3.000000,0.000000,1.000000,2.000000,3.000000,3.000000,0.000000,3.000000,3.000000,3.000000,3.000000,1.000000,2.000000,2.000000,2.000000,2.000000,0.000000,0.000000,1.000000,3.000000,2.000000,3.000000,1.000000,3.000000,1.000000,2.000000,0.000000,0.000000,2.000000,2.000000,3.000000,1.000000,0.000000,2.000000,3.000000,3.000000,2.000000,2.000000,1.000000,1.000000,0.000000,0.000000,3.000000,0.000000,2.000000,3.000000,3.000000,0.000000,2.000000,0.000000,0.000000,2.000000,1.000000,1.000000,0.000000,2.000000,3.000000,3.000000,1.000000,1.000000,3.000000,3.000000,3.000000,2.000000,2.000000,3.000000,3.000000,1.000000,0.000000,3.000000,3.000000,3.000000,3.000000,0.000000,1.000000,2.000000,3.000000,0.000000,0.000000,1.000000,1.000000,3.000000,2.000000
5,HitDataTOA,27.000000,27.000000,28.000000,27.000000,26.000000,28.000000,28.000000,26.000000,28.000000,28.000000,127.000000,28.000000,28.000000,27.000000,28.000000,27.000000,28.000000,28.000000,27.000000,127.000000,28.000000,28.000000,127.000000,127.000000,127.000000,26.000000,127.000000,27.000000,127.000000,26.000000,26.000000,28.000000,26.000000,28.000000,127.000000,28.000000,27.000000,28.000000,28.000000,27.000000,127.000000,26.000000,27.000000,28.000000,27.000000,26.000000,28.000000,26.000000,28.000000,127.000000,127.000000,28.000000,26.000000,27.000000,27.000000,27.000000,27.000000,26.000000,127.000000,127.000000,28.000000,28.000000,127.000000,27.000000,127.000000,28.000000,26.000000,26.000000,27.000000,28.000000,127.000000,127.000000,27.000000,27.000000,26.000000,27.000000,26.000000,25.000000,27.000000,26.000000,127.000000,27.000000,127.000000,26.000000,27.000000,28.000000,26.000000,28.000000,28.000000,28.000000,27.000000,27.000000,26.000000,28.000000,28.000000,127.000000,28.000000,26.000000,28.000000,27.000000
5,HitDataTOTc,8.000000,8.000000,8.000000,8.000000,9.000000,9.000000,9.000000,8.000000,9.000000,9.000000,4.000000,9.000000,8.000000,8.000000,9.000000,9.000000,9.000000,9.000000,8.000000,6.000000,9.000000,8.000000,4.000000,6.000000,6.000000,8.000000,6.000000,8.000000,6.000000,8.000000,8.000000,9.000000,9.000000,9.000000,6.000000,8.000000,9.000000,9.000000,8.000000,9.000000,6.000000,8.000000,9.000000,9.000000,9.000000,8.000000,8.000000,8.000000,8.000000,6.000000,6.000000,9.000000,9.000000,9.000000,8.000000,9.000000,8.000000,127.000000,6.000000,7.000000,8.000000,9.000000,6.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,4.000000,8.000000,8.000000,8.000000,8.000000,9.000000,25.000000,8.000000,8.000000,4.000000,8.000000,4.000000,8.000000,8.000000,9.000000,8.000000,8.000000,9.000000,8.000000,8.000000,8.000000,8.000000,9.000000,9.000000,4.000000,8.000000,8.000000,8.000000,8.000000
5,HitDataTOTf,1.000000,1.000000,3.000000,3.000000,2.000000,0.000000,3.000000,0.000000,2.000000,2.000000,3.000000,2.000000,1.000000,3.000000,0.000000,3.000000,3.000000,2.000000,2.000000,0.000000,2.000000,3.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,3.000000,1.000000,0.000000,1.000000,2.000000,2.000000,3.000000,3.000000,1.000000,0.000000,3.000000,3.000000,2.000000,3.000000,2.000000,2.000000,3.000000,1.000000,3.000000,3.000000,1.000000,0.000000,3.000000,3.000000,2.000000,2.000000,3.000000,2.000000,0.000000,0.000000,3.000000,2.000000,1.000000,0.000000,0.000000,3.000000,2.000000,1.000000,3.000000,3.000000,2.000000,3.000000,3.000000,2.000000,0.000000,3.000000,3.000000,3.000000,3.000000,3.000000,0.000000,0.000000,2.000000,0.000000,2.000000,1.000000,0.000000,2.000000,1.000000,2.000000,1.000000,3.000000,3.000000,0.000000,0.000000,2.000000,2.000000,2.000000,1.000000,1.000000,3.000000,0.000000
6,HitDataTOA,29.000000,29.000000,29.000000,31.000000,29.000000,31.000000,31.000000,127.000000,30.000000,29.000000,31.000000,29.000000,31.000000,31.000000,127.000000,30.000000,29.000000,29.000000,29.000000,29.000000,32.000000,31.000000,31.000000,29.000000,127.000000,127.000000,127.000000,127.000000,31.000000,127.000000,127.000000,29.000000,31.000000,31.000000,127.000000,29.000000,127.000000,31.000000,29.000000,29.000000,28.000000,29.000000,31.000000,29.000000,127.000000,31.000000,28.000000,31.000000,29.000000,28.000000,127.000000,29.000000,29.000000,127.000000,127.000000,31.000000,29.000000,29.000000,29.000000,31.000000,127.000000,31.000000,29.000000,127.000000,127.000000,29.000000,29.000000,29.000000,31.000000,30.000000,30.000000,32.000000,28.000000,29.000000,29.000000,31.000000,31.000000,31.000000,31.000000,31.000000,29.000000,127.000000,31.000000,127.000000,127.000000,29.000000,127.000000,127.000000,31.000000,29.000000,29.000000,31.000000,31.000000,29.000000,31.000000,29.000000,31.000000,29.000000,29.000000,29.000000
6,HitDataTOTc,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,4.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,4.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,6.000000,5.000000,6.000000,6.000000,9.000000,4.000000,4.000000,9.000000,9.000000,9.000000,8.000000,9.000000,4.000000,9.000000,9.000000,9.000000,127.000000,9.000000,9.000000,9.000000,8.000000,9.000000,9.000000,9.000000,9.000000,127.000000,6.000000,9.000000,127.000000,126.000000,6.000000,9.000000,9.000000,9.000000,9.000000,9.000000,4.000000,9.000000,9.000000,4.000000,6.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,127.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,6.000000,9.000000,8.000000,4.000000,9.000000,6.000000,4.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000
6,HitDataTOTf,0.000000,3.000000,3.000000,2.000000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000,3.000000,2.000000,3.000000,1.000000,2.000000,0.000000,3.000000,2.000000,3.000000,0.000000,1.000000,2.000000,2.000000,2.000000,3.000000,3.000000,1.000000,1.000000,2.000000,3.000000,2.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,2.000000,3.000000,0.000000,2.000000,1.000000,3.000000,3.000000,0.000000,2.000000,3.000000,0.000000,0.000000,3.000000,2.000000,0.000000,3.000000,2.000000,0.000000,1.000000,2.000000,0.000000,3.000000,3.000000,1.000000,3.000000,2.000000,3.000000,1.000000,2.000000,3.000000,0.000000,3.000000,0.000000,2.000000,0.000000,3.000000,3.000000,0.000000,0.000000,2.000000,3.000000,2.000000,1.000000,2.000000,2.000000,3.000000,3.000000,0.000000,0.000000,3.000000,0.000000,3.000000,3.000000,3.000000,1.000000,0.000000,3.000000,1.000000
7,HitDataTOA,32.000000,32.000000,32.000000,31.000000,32.000000,127.000000,32.000000,32.000000,32.000000,127.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,127.000000,32.000000,32.000000,32.000000,127.000000,32.000000,127.000000,32.000000,32.000000,32.000000,127.000000,32.000000,32.000000,32.000000,127.000000,127.000000,127.000000,32.000000,32.000000,31.000000,127.000000,32.000000,32.000000,32.000000,32.000000,32.000000,31.000000,32.000000,32.000000,127.000000,32.000000,127.000000,127.000000,32.000000,127.000000,32.000000,32.000000,33.000000,32.000000,32.000000,32.000000,31.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,127.000000,127.000000,127.000000,31.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,32.000000,31.000000,32.000000,32.000000,127.000000,32.000000,32.000000,32.000000,32.000000,32.000000,33.000000,32.000000,32.000000,33.000000,127.000000,32.000000,32.000000,32.000000,32.000000
